lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
12,89.0,0,7,20,4,1,0,2018,1,0
40,90.27,0,10,21,4,4,0,2017,1,1
84,80.75,2,10,21,3,2,1,2018,2,1
21,85.0,1,2,17,4,1,0,2018,1,1
1,149.0,1,9,1,4,1,0,2018,2,1
65,113.4,1,12,30,4,2,0,2017,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
51,159.3,0,5,7,4,1,2,2018,3,0
66,75.0,0,10,9,4,2,1,2017,2,0
0,91.0,0,2,18,4,1,0,2018,2,1
105,72.25,3,11,26,4,3,0,2017,2,1
7,93.0,0,2,10,4,4,0,2018,2,1
126,134.18,1,7,18,4,5,2,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,0
320,90.0,0,8,18,3,2,0,2018,1,1
109,129.6,1,9,7,4,3,0,2018,2,1
48,86.3,1,2,27,4,1,2,2018,2,1
102,101.5,0,10,16,3,2,0,2017,2,0
74,101.5,0,9,18,3,2,0,2017,2,1
9,96.0,3,8,28,2,7,4,2018,2,1
136,80.75,0,9,4,3,2,2,2018,2,1
31,75.0,1,10,25,3,1,2,2017,2,1
73,67.83,0,11,24,3,3,0,2017,1,1
146,85.5,1,6,27,4,1,1,2018,2,0
151,71.0,0,1,19,3,3,0,2018,1,1
10,111.35,1,5,31,4,3,0,2018,2,1
19,150.0,0,11,7,4,1,1,2018,1,0
69,97.33,1,9,4,4,4,2,2017,2,0
75,76.5,1,10,31,4,2,2,2017,2,0
14,100.0,1,11,2,4,1,0,2018,1,1
107,79.22,0,10,23,3,2,2,2018,2,1
189,99.45,1,7,17,4,3,2,2018,2,1
164,82.28,0,10,4,3,5,2,2018,2,1
131,94.5,0,8,15,3,1,2,2017,2,1
124,96.3,0,4,29,4,2,0,2018,2,0
16,75.99,0,12,7,4,8,2,2018,2,1
116,61.0,0,2,28,4,1,2,2018,1,0
41,66.29,0,2,28,3,5,2,2018,2,1
68,121.5,0,5,10,4,3,0,2018,1,0
12,107.0,0,10,4,3,0,2,2017,2,1
180,120.0,1,10,10,3,2,1,2018,1,0
5,144.0,0,7,1,4,1,0,2018,2,1
3,139.0,1,7,9,4,1,0,2018,2,1
205,90.0,0,5,29,3,1,2,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,0
82,80.0,1,5,2,3,1,1,2018,1,1
71,90.0,0,5,10,3,3,0,2018,2,1
127,96.3,1,6,27,4,1,1,2018,2,1
147,124.0,1,6,2,3,3,0,2018,3,0
111,120.0,0,10,10,3,0,1,2018,1,0
74,109.0,0,9,18,3,2,0,2017,2,1
31,81.9,0,3,14,4,1,1,2018,2,1
46,98.3,1,3,4,4,2,1,2018,2,1
128,79.2,0,11,26,4,1,1,2018,2,0
47,120.95,2,1,20,4,4,1,2018,2,1
41,114.3,0,3,12,4,1,2,2018,3,1
48,43.5,0,11,10,3,4,0,2017,2,1
4,149.0,0,9,5,4,1,1,2018,2,0
77,123.45,1,4,30,4,3,2,2018,2,1
122,139.95,1,8,3,4,4,0,2018,3,0
12,125.0,2,8,20,4,3,0,2017,3,1
0,84.0,0,11,12,2,1,0,2017,2,1
20,88.0,1,12,8,4,1,0,2018,2,1
85,90.9,3,10,26,4,1,0,2018,2,1
71,198.9,0,4,29,4,2,1,2018,2,0
7,79.0,1,2,12,4,2,0,2018,2,1
140,113.5,1,3,26,4,4,2,2018,2,1
170,112.2,1,8,11,4,3,2,2018,2,0
4,62.0,0,3,18,3,1,0,2018,1,1
188,80.75,0,9,26,3,3,1,2018,2,1
175,162.9,0,10,28,4,2,2,2018,2,0
11,157.67,0,12,29,3,3,0,2017,2,1
157,112.0,0,7,14,3,3,0,2018,2,0
19,114.0,0,5,7,4,1,1,2018,2,0
212,88.4,0,12,29,4,4,2,2018,2,0
19,69.0,0,12,5,4,2,2,2017,2,1
1,120.0,2,12,25,4,0,2,2018,4,1
18,54.0,0,1,2,3,1,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
6,0.0,1,9,23,4,1,0,2017,1,1
16,86.0,0,2,6,2,1,0,2018,1,1
66,177.66,3,9,4,4,3,2,2018,2,1
73,107.1,0,4,7,4,3,2,2018,2,0
103,116.1,0,6,15,4,1,0,2018,2,0
43,92.4,1,11,12,4,1,2,2018,2,1
61,91.0,1,10,4,3,0,2,2017,2,1
171,111.59,0,8,30,4,5,2,2018,2,0
11,90.0,0,6,14,2,3,0,2018,2,0
82,140.4,1,6,10,4,2,0,2018,1,1
63,116.0,0,9,4,3,2,0,2017,2,1
285,100.0,0,10,3,3,3,1,2018,2,0
13,65.0,0,11,29,2,1,0,2018,1,1
40,152.33,2,3,24,4,3,1,2018,3,1
48,97.2,2,11,4,4,2,0,2018,2,1
82,146.7,2,7,1,4,4,2,2018,3,1
24,99.5,0,9,7,3,2,1,2017,2,1
197,112.0,1,8,18,3,3,0,2018,2,0
16,109.33,0,3,3,4,3,0,2018,2,0
61,149.4,1,9,11,4,3,2,2018,2,1
2,78.5,1,1,16,4,1,0,2018,2,1
58,140.4,0,6,1,4,3,0,2018,1,0
320,115.0,1,8,18,3,2,0,2018,2,0
57,314.1,0,12,30,4,2,1,2018,2,1
29,99.49,1,4,15,4,7,3,2018,1,0
353,73.74,0,12,29,4,3,1,2018,2,0
132,104.55,1,3,21,3,5,2,2018,3,1
92,90.0,0,11,11,3,1,0,2018,2,1
21,105.0,2,9,3,4,3,0,2017,2,1
88,58.68,1,2,13,4,6,2,2018,2,1
179,141.3,0,10,7,4,2,0,2018,3,0
10,134.5,4,10,7,4,2,2,2018,2,1
64,116.1,0,5,21,4,1,1,2018,2,0
160,70.67,0,12,30,3,3,0,2017,2,1
18,129.0,1,4,2,4,1,0,2018,2,1
97,150.3,1,8,5,4,2,1,2018,3,1
9,145.0,0,10,7,4,3,0,2017,2,1
304,89.0,0,11,3,3,3,0,2018,2,0
13,96.0,0,12,5,4,0,1,2018,1,1
13,79.0,0,7,11,2,1,1,2018,1,1
43,68.0,0,11,1,3,5,0,2018,2,1
45,167.4,0,12,30,4,1,0,2018,3,0
0,160.0,0,9,25,4,0,1,2018,2,1
18,97.0,1,3,18,4,2,0,2018,2,0
45,86.4,0,11,19,4,1,1,2018,1,0
5,100.0,0,9,20,2,0,2,2017,2,1
386,115.0,1,10,23,3,0,2,2018,2,0
110,108.3,0,7,11,4,2,1,2018,2,1
8,179.0,2,10,7,4,2,2,2018,2,1
11,143.86,1,8,13,4,5,2,2018,2,1
125,68.0,0,7,18,3,5,2,2018,1,1
133,126.0,0,7,11,4,1,1,2018,2,1
32,99.0,1,9,25,4,1,2,2018,2,1
110,70.0,0,12,9,3,4,0,2017,2,1
103,115.0,0,4,19,3,2,0,2018,1,0
2,81.75,1,5,15,3,2,2,2018,2,1
47,95.48,2,10,15,4,3,2,2018,2,1
7,101.45,1,8,24,4,4,0,2018,2,0
141,77.62,0,8,22,4,2,1,2018,1,1
86,80.75,1,4,9,3,2,2,2018,2,1
14,118.0,1,2,22,3,3,1,2018,3,1
279,110.0,0,10,12,3,3,0,2018,2,0
98,212.4,2,8,12,4,5,2,2018,3,0
71,120.0,0,6,14,3,3,0,2018,1,1
78,114.9,2,12,27,4,3,0,2018,2,1
86,93.08,1,4,6,4,4,0,2018,2,1
37,105.3,2,10,22,4,2,0,2017,2,1
61,35.2,0,10,4,4,0,2,2017,2,0
92,125.1,2,9,19,4,0,1,2018,2,1
157,132.3,0,10,1,4,5,2,2018,2,0
50,58.94,1,1,24,4,3,2,2018,2,1
7,91.0,1,5,21,3,1,1,2018,1,1
61,118.8,0,4,7,4,3,0,2018,2,1
205,90.0,0,5,29,3,1,2,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
126,140.27,0,8,1,4,5,2,2018,3,0
124,94.5,0,8,8,3,1,2,2017,2,0
0,65.0,0,4,20,2,1,0,2018,1,1
185,90.95,0,7,18,4,5,2,2018,2,0
33,113.0,1,11,26,4,1,0,2018,2,1
15,85.0,2,11,1,4,4,0,2018,2,1
8,89.2,0,1,2,4,4,2,2018,2,1
2,65.0,0,9,9,2,1,0,2017,1,1
35,119.0,2,8,30,4,4,0,2018,2,1
245,110.0,0,7,6,3,4,2,2018,1,0
115,146.7,0,8,6,4,1,0,2018,3,0
106,94.5,0,7,15,4,1,0,2018,2,0
2,126.0,1,9,30,4,2,0,2017,2,1
61,121.5,0,7,23,4,1,1,2018,1,0
184,125.1,0,10,4,4,3,0,2018,2,0
75,67.83,0,10,20,3,5,1,2017,2,1
33,143.94,0,9,1,4,5,2,2018,2,1
290,89.5,1,6,17,3,2,1,2018,2,1
377,115.0,1,10,14,4,2,0,2018,2,0
21,112.67,0,2,27,4,1,2,2018,2,0
63,80.1,0,3,28,4,1,1,2018,2,0
53,91.48,1,3,6,4,0,1,2018,2,1
121,79.2,0,11,14,4,2,1,2018,2,0
69,60.0,0,12,3,3,3,0,2017,2,1
28,116.56,2,9,19,4,3,2,2017,2,1
0,90.0,0,5,13,3,2,0,2018,2,1
9,86.25,0,1,17,4,0,2,2018,2,1
24,95.48,1,9,22,4,3,0,2017,2,1
24,94.93,0,12,8,4,3,0,2018,2,1
43,0.0,0,10,23,4,1,0,2017,2,1
265,115.0,1,6,24,3,2,0,2018,2,0
28,163.0,1,9,28,4,2,0,2018,2,1
4,156.67,1,3,24,4,3,0,2018,2,1
153,118.8,2,10,17,4,3,1,2018,2,0
34,98.1,0,6,19,4,1,2,2018,2,0
143,129.6,0,9,22,4,3,1,2018,2,0
167,130.05,0,8,12,4,2,2,2018,3,0
21,299.33,0,7,17,4,1,2,2018,4,0
14,69.5,1,1,23,4,1,1,2018,2,1
62,140.4,0,5,7,4,1,0,2018,2,0
115,89.25,0,9,10,4,3,1,2017,2,1
308,52.0,0,11,25,3,2,0,2018,2,0
41,120.0,3,10,28,4,1,0,2017,1,1
64,161.1,0,8,8,4,1,1,2018,2,1
111,82.45,1,4,4,4,3,1,2018,2,1
34,94.95,1,9,13,4,4,2,2017,2,1
33,143.1,0,5,1,4,2,2,2018,2,0
50,69.57,2,2,22,4,4,1,2018,2,1
11,141.95,2,6,1,4,2,0,2018,3,1
273,87.0,0,7,17,3,2,0,2017,1,1
16,85.0,0,2,6,4,1,1,2018,1,0
38,103.87,1,11,26,4,1,2,2018,2,1
16,129.0,0,6,17,4,2,1,2018,2,0
257,101.5,0,7,1,4,2,0,2017,2,0
133,108.0,0,10,2,4,1,2,2018,2,0
21,109.6,1,10,31,4,4,1,2018,2,1
6,159.0,1,9,15,4,2,0,2018,1,0
99,150.3,2,8,8,4,1,1,2018,3,1
232,104.13,1,8,29,4,10,4,2018,2,0
2,0.0,1,1,27,1,1,0,2018,1,1
137,133.2,0,8,23,4,4,0,2018,3,0
34,88.0,2,12,16,4,1,0,2018,2,1
4,169.0,1,10,25,4,2,0,2018,2,1
137,77.0,2,2,7,3,1,2,2018,2,1
78,100.0,0,5,19,3,3,1,2018,2,1
2,147.0,0,3,31,4,2,0,2018,1,1
26,151.0,1,7,2,4,1,1,2018,2,0
3,102.0,2,3,3,4,3,2,2018,1,1
162,158.56,0,12,26,4,5,2,2018,2,1
48,112.88,0,10,25,3,3,2,2017,2,1
175,90.95,1,7,15,4,2,2,2018,2,1
28,120.0,0,11,2,4,1,0,2018,1,1
73,62.5,0,10,28,3,1,0,2018,1,1
10,85.0,0,8,31,3,5,2,2017,2,1
228,90.95,2,10,17,4,3,1,2018,2,0
72,119.0,2,12,20,4,4,0,2018,3,1
247,63.75,0,11,19,4,3,2,2018,2,0
7,89.59,1,11,27,4,3,2,2018,2,1
228,73.6,1,6,4,4,1,0,2018,2,0
51,93.0,1,12,25,4,3,2,2017,2,1
52,99.0,3,8,28,4,0,1,2018,2,1
86,94.5,1,4,10,4,1,2,2018,2,0
40,185.28,0,12,30,4,2,2,2018,2,0
96,132.6,1,5,12,4,3,2,2018,2,0
48,126.0,1,10,17,4,2,1,2018,2,0
0,99.0,0,5,29,4,0,1,2018,2,1
243,65.29,0,9,1,4,3,0,2017,2,0
0,91.0,0,2,25,4,2,0,2018,2,0
151,80.0,0,1,19,3,3,0,2018,1,1
15,85.55,1,2,29,4,3,1,2018,2,1
97,68.65,2,10,19,4,2,1,2017,2,1
258,110.0,0,10,16,4,0,1,2018,2,0
127,105.3,0,5,22,4,1,2,2018,2,0
66,111.92,0,12,31,4,3,2,2017,3,1
163,159.3,0,9,23,4,1,0,2018,3,0
156,104.32,1,10,26,4,9,2,2018,2,0
26,100.0,2,11,2,4,3,0,2018,2,1
12,129.0,2,2,14,4,3,2,2018,2,1
2,98.0,1,1,22,4,2,0,2018,2,1
125,187.85,1,6,3,4,2,2,2018,2,1
192,121.5,1,8,9,4,3,0,2018,2,0
18,92.4,1,6,13,4,4,1,2018,1,1
1,91.0,0,2,24,4,1,0,2018,1,1
50,156.9,1,12,3,4,3,2,2018,2,1
101,122.0,2,12,21,4,5,2,2018,2,0
298,93.0,0,5,10,3,2,0,2018,2,1
59,75.0,0,11,11,3,2,0,2018,2,1
44,95.0,1,4,23,3,1,2,2018,2,1
0,69.99,0,4,20,4,1,0,2018,2,1
12,77.0,0,1,15,4,2,2,2018,2,1
159,85.5,0,8,26,4,1,0,2018,2,0
158,114.3,0,7,7,4,3,0,2018,2,0
67,95.4,2,12,5,4,1,2,2017,2,1
24,89.0,2,1,12,4,4,0,2018,2,1
47,114.33,1,4,12,4,4,0,2018,2,1
6,164.2,2,11,6,4,3,2,2018,1,1
62,159.3,2,5,7,4,1,0,2018,2,1
5,100.0,0,5,24,2,2,0,2018,1,1
74,80.0,0,9,18,3,2,0,2017,1,1
11,129.0,2,2,5,4,2,0,2018,3,1
92,76.5,1,7,31,4,1,0,2017,2,0
9,156.0,0,5,5,4,1,0,2018,2,0
15,89.0,1,6,23,4,1,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
4,87.2,0,8,1,4,0,1,2018,2,1
3,66.0,0,1,18,2,2,1,2018,1,1
219,76.67,0,9,4,3,2,1,2017,1,1
34,117.0,0,9,26,4,0,1,2018,2,1
40,104.85,1,10,19,4,5,1,2017,2,1
43,88.0,2,12,25,4,1,2,2018,2,1
5,166.5,1,9,17,4,2,2,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,1
101,102.25,0,7,4,3,3,1,2018,2,1
33,110.0,1,11,11,4,2,0,2018,1,1
60,123.3,0,9,2,4,2,0,2018,2,0
151,71.0,0,1,19,3,2,0,2018,1,1
147,138.55,1,8,11,4,5,2,2018,3,1
51,121.2,0,9,24,3,3,0,2017,2,1
55,60.0,1,1,31,3,1,2,2018,2,1
278,94.95,0,7,16,4,1,2,2018,2,0
115,114.36,1,9,29,4,5,2,2018,2,1
60,74.8,0,12,23,4,2,2,2018,2,0
3,67.0,0,7,21,2,1,0,2018,1,1
2,102.0,1,2,12,3,2,2,2018,2,1
53,78.35,1,7,1,4,2,0,2018,2,1
10,66.0,0,1,28,2,1,0,2018,1,1
60,130.9,0,12,23,4,2,2,2018,3,0
287,90.95,1,10,19,4,4,1,2018,2,1
349,90.0,0,10,4,3,5,1,2018,2,0
187,99.45,1,8,6,4,6,4,2018,2,0
16,117.0,0,4,22,4,1,0,2018,2,0
133,189.0,0,7,23,4,1,0,2018,3,0
207,95.0,0,12,30,3,2,1,2018,2,1
0,200.0,1,9,17,4,1,0,2017,2,0
5,100.0,0,9,20,2,0,2,2017,2,1
44,75.0,0,2,17,3,3,0,2018,2,1
100,80.1,0,4,25,4,2,1,2018,1,1
42,74.88,0,11,25,4,2,0,2018,2,1
1,114.0,0,9,9,4,2,0,2017,1,1
73,126.9,0,5,7,4,1,0,2018,2,0
70,121.5,0,8,31,4,2,0,2018,1,0
151,70.0,0,1,19,3,2,0,2018,1,1
23,96.3,0,10,9,3,1,0,2017,2,1
17,208.0,0,12,31,4,1,0,2018,2,1
51,75.6,1,9,16,3,5,2,2017,2,1
210,72.25,0,8,15,3,5,2,2018,2,1
16,100.0,2,3,9,4,4,0,2018,2,1
386,115.0,1,10,23,3,0,2,2018,2,0
35,79.2,1,11,22,4,1,0,2018,2,1
205,80.24,0,6,20,3,5,2,2018,2,0
64,94.5,0,4,12,4,3,0,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
0,80.1,0,3,30,4,1,0,2018,2,1
317,120.0,0,9,15,4,2,0,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
54,104.4,1,3,31,4,3,0,2018,2,1
4,121.0,1,8,2,4,1,0,2018,1,1
52,120.6,1,10,28,4,2,2,2018,2,1
54,187.85,0,4,29,4,4,2,2018,2,0
17,88.0,0,12,16,4,2,0,2018,2,1
2,0.0,0,9,25,4,0,0,2017,1,1
123,151.43,1,11,6,4,2,2,2018,2,1
14,97.02,2,10,15,4,2,0,2017,2,1
65,94.5,0,3,18,4,2,0,2018,2,0
50,97.2,1,11,11,4,2,0,2018,2,1
301,109.0,0,7,30,3,1,1,2018,2,0
97,74.8,1,11,27,4,2,2,2018,2,0
49,74.8,0,11,19,4,5,2,2018,2,0
1,102.0,1,2,25,4,2,0,2018,2,1
1,89.0,1,4,16,4,1,0,2018,2,1
141,163.8,1,9,23,4,2,0,2018,3,1
0,87.78,0,10,18,4,0,1,2017,1,1
116,80.75,0,6,11,4,1,1,2018,2,0
83,132.3,2,10,19,4,4,0,2018,2,1
3,110.0,0,9,19,0,2,1,2018,1,1
7,77.5,1,1,19,4,3,0,2018,1,1
151,133.45,2,7,29,4,3,2,2018,3,0
148,86.43,1,5,18,4,4,0,2018,2,1
263,110.0,0,10,21,3,2,0,2018,2,0
59,85.5,0,5,8,3,1,2,2018,2,1
223,86.2,0,8,31,4,9,3,2018,1,0
64,80.1,0,4,1,4,1,0,2018,1,1
6,105.25,0,12,7,4,0,1,2017,2,1
171,72.25,2,8,11,3,3,2,2018,2,1
76,127.38,3,9,21,4,3,0,2018,0,1
21,117.0,1,10,8,4,1,0,2017,2,0
142,99.3,0,8,24,4,3,0,2018,2,1
54,190.8,3,10,6,4,2,0,2018,2,1
219,108.0,0,9,4,3,1,0,2017,2,0
69,92.23,1,11,17,4,3,1,2018,2,1
322,80.0,0,5,19,3,3,1,2018,2,0
92,135.9,1,6,16,4,3,0,2018,1,1
122,107.0,1,3,27,3,1,2,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,0
89,79.5,0,4,9,4,1,2,2018,2,1
39,94.5,2,6,20,4,2,1,2018,1,1
217,76.5,2,8,7,4,1,0,2017,2,0
71,120.0,0,6,14,3,3,0,2018,1,1
8,171.0,1,8,8,4,0,1,2018,2,1
25,127.67,2,4,16,4,1,2,2018,2,1
66,104.85,1,10,31,4,3,1,2018,2,1
129,121.5,1,5,13,4,2,1,2018,1,1
29,85.0,1,12,2,2,2,0,2018,2,1
9,179.0,1,5,9,4,3,1,2018,2,1
256,112.0,1,6,15,4,2,0,2018,2,0
23,114.75,0,6,15,4,1,0,2018,2,0
58,99.45,0,4,11,4,3,1,2018,2,1
42,68.0,0,11,24,3,3,1,2018,2,1
256,115.0,1,6,15,3,2,0,2018,2,0
74,87.0,0,9,18,3,2,0,2017,1,1
65,72.25,0,10,8,3,3,0,2017,2,1
145,85.5,1,6,27,4,0,1,2018,2,1
111,120.0,0,10,10,3,0,1,2018,1,0
3,67.0,0,9,12,2,2,1,2018,1,1
98,124.25,1,7,25,4,1,1,2017,3,0
0,120.0,0,6,3,4,1,0,2018,2,1
28,100.0,0,5,19,2,2,0,2018,2,0
292,115.0,0,7,21,3,2,0,2018,2,0
39,65.0,1,12,27,3,1,0,2018,2,1
296,117.0,1,9,21,3,4,0,2018,2,0
122,107.0,1,3,27,3,1,2,2018,2,1
113,85.0,0,6,30,4,3,1,2018,2,0
2,94.5,0,8,1,3,1,2,2017,2,0
148,105.3,0,5,5,4,3,0,2018,2,1
0,80.0,0,12,23,4,1,0,2018,2,1
41,109.0,2,10,27,4,1,0,2018,2,1
19,111.0,0,3,4,4,2,0,2018,2,0
153,111.78,0,6,7,4,6,2,2018,2,0
303,78.0,1,8,19,3,3,2,2018,2,1
29,59.29,0,9,17,3,5,2,2017,1,1
27,141.0,0,5,10,4,3,0,2018,2,0
72,72.0,1,11,19,3,5,2,2018,2,1
22,62.0,0,11,17,2,1,0,2017,1,1
56,185.0,0,9,25,3,2,2,2017,1,1
30,117.0,0,3,5,3,1,2,2018,2,1
26,120.0,0,6,8,3,1,0,2018,2,1
19,116.1,0,10,2,4,1,2,2018,2,0
84,80.1,2,10,30,4,0,2,2018,2,1
234,103.7,1,10,25,4,4,0,2018,2,0
17,83.2,0,11,27,4,3,2,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
24,58.0,1,12,26,3,2,2,2017,2,1
15,120.18,1,6,1,4,4,0,2018,2,1
164,90.9,1,7,1,4,2,0,2018,1,1
32,68.0,1,10,26,3,4,1,2017,2,1
112,100.0,0,6,2,3,2,0,2018,2,0
3,110.0,0,10,27,0,2,0,2018,1,1
139,116.45,0,7,11,4,4,1,2018,2,0
64,51.97,1,3,11,4,2,1,2018,2,1
126,107.95,3,5,15,4,2,2,2018,2,1
117,80.75,0,10,24,3,2,1,2018,2,1
77,87.31,0,3,22,4,5,2,2018,2,1
245,58.36,1,12,27,4,5,2,2018,2,0
61,81.9,1,11,12,4,3,1,2017,2,1
51,125.1,2,8,6,4,1,2,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
95,132.3,0,10,20,4,3,0,2018,2,0
93,115.0,0,10,15,4,1,2,2018,1,0
55,168.3,0,9,20,4,3,0,2018,3,0
5,228.8,0,8,4,4,3,1,2018,3,0
273,95.0,0,5,13,3,2,1,2018,2,0
16,138.0,1,10,5,3,2,0,2018,1,1
34,80.0,0,12,1,2,3,0,2017,1,1
20,147.9,0,12,22,4,3,1,2018,2,1
267,80.75,0,10,25,3,2,0,2018,2,1
322,52.0,0,12,9,3,2,0,2018,2,1
35,94.5,0,4,22,4,2,1,2018,2,1
22,172.0,0,4,30,4,1,1,2018,3,0
192,0.0,0,9,25,4,3,2,2017,1,1
89,57.6,0,11,16,4,4,0,2018,2,0
30,60.0,0,1,6,3,4,1,2018,2,1
115,76.0,0,2,27,3,2,2,2018,1,1
46,102.6,2,12,8,4,3,0,2018,2,1
11,75.0,0,8,18,2,2,0,2017,2,0
148,71.37,0,4,29,4,7,2,2018,2,1
292,115.0,0,7,21,3,2,0,2018,2,0
15,65.0,0,10,13,2,1,0,2018,1,1
10,140.0,3,8,24,4,1,0,2018,2,1
37,94.5,0,9,16,4,2,0,2017,2,1
70,125.1,1,9,15,4,1,0,2018,2,1
70,97.2,2,10,18,4,2,0,2018,2,1
83,75.0,0,12,11,3,1,2,2018,2,1
323,112.0,1,5,17,3,4,0,2018,2,0
29,100.28,1,3,10,4,3,2,2018,2,1
74,92.65,0,12,27,3,3,0,2018,3,1
39,121.5,0,5,21,4,1,0,2018,1,0
69,135.9,1,9,11,4,1,2,2018,2,1
229,110.7,0,12,9,4,2,1,2018,3,1
107,135.15,2,5,22,4,2,2,2018,2,1
7,165.0,2,6,19,4,0,1,2018,2,1
111,55.96,1,7,22,4,2,0,2017,1,1
133,97.92,0,9,4,3,0,2,2018,2,1
9,95.0,0,10,30,3,1,0,2017,1,1
73,76.5,0,4,3,4,1,2,2018,2,0
108,76.5,1,8,24,4,2,1,2017,2,1
105,80.75,0,4,18,3,2,1,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
163,115.0,0,10,15,3,1,0,2018,1,0
4,106.0,0,7,8,2,1,0,2018,1,1
56,76.92,1,6,21,4,3,0,2018,2,1
6,65.0,0,10,10,3,1,2,2017,2,1
122,85.0,0,4,15,3,1,0,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,1
23,61.0,0,1,11,4,0,1,2018,1,1
0,119.0,0,4,22,4,2,0,2018,2,1
159,100.0,1,4,9,3,1,1,2018,3,1
77,72.25,1,11,12,4,3,0,2017,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
41,69.29,0,12,27,3,5,2,2018,2,1
123,143.1,1,9,20,4,5,1,2018,2,0
231,63.75,1,12,30,4,3,2,2018,2,1
193,120.0,0,6,20,3,2,1,2018,2,0
44,98.8,1,11,19,4,1,1,2018,2,0
21,100.0,2,11,6,4,0,1,2018,2,1
179,96.3,1,7,1,4,1,0,2018,2,0
135,76.5,3,8,1,4,3,2,2017,2,1
61,121.5,2,5,13,4,2,1,2018,2,1
4,162.67,1,3,24,4,3,0,2018,2,1
142,129.0,1,6,10,4,2,1,2018,2,1
11,159.0,3,5,22,4,0,2,2018,2,1
65,100.0,0,10,2,3,1,0,2017,1,1
73,90.78,1,7,6,4,3,0,2018,2,1
63,137.7,2,7,18,4,1,1,2018,3,1
56,103.86,0,11,3,4,3,0,2018,3,1
82,116.1,1,5,16,4,1,1,2018,2,1
207,161.67,0,12,30,3,2,1,2018,2,1
163,91.63,1,10,8,4,1,1,2018,1,1
5,126.75,0,4,4,4,5,3,2018,2,0
14,79.0,1,2,13,4,1,2,2018,2,1
115,76.0,0,2,27,3,2,2,2018,1,1
36,118.8,1,4,23,4,2,2,2018,2,1
2,89.0,1,5,9,4,0,1,2018,1,1
0,221.0,1,5,3,4,4,0,2018,2,1
63,87.98,0,4,25,3,4,1,2018,2,0
4,65.0,0,10,6,2,3,0,2017,1,1
75,82.45,0,3,28,4,3,1,2018,2,1
28,75.0,2,9,27,3,1,0,2018,2,1
45,72.9,0,1,23,4,1,1,2018,1,0
276,61.0,0,5,13,3,3,2,2018,2,0
52,80.75,0,4,9,3,3,2,2018,2,1
144,133.69,0,7,9,4,5,2,2018,3,0
262,100.3,0,9,13,4,4,0,2018,2,0
57,64.67,1,12,12,4,4,1,2018,2,1
71,155.49,1,11,8,4,5,1,2018,2,1
72,76.5,0,4,3,4,1,2,2018,1,0
102,80.75,0,5,29,3,1,2,2018,2,0
120,93.16,0,7,29,3,2,0,2018,2,1
136,68.55,0,3,24,4,3,1,2018,2,1
16,77.53,0,12,22,4,3,2,2018,2,1
26,115.0,0,4,15,4,2,0,2018,2,0
64,110.08,0,4,18,4,3,1,2018,2,0
63,72.25,3,10,27,4,5,0,2017,2,1
39,168.3,1,9,9,4,2,2,2018,3,1
77,198.9,0,8,9,4,2,0,2018,2,1
20,85.5,1,9,1,3,5,2,2017,1,1
157,161.1,2,9,5,4,3,1,2018,2,0
122,99.45,0,5,4,4,4,2,2018,2,0
41,76.92,1,6,21,4,3,0,2018,2,1
82,99.45,1,4,9,4,4,2,2018,2,1
32,105.0,1,7,18,3,1,1,2018,2,1
110,94.5,0,7,25,4,1,2,2017,2,0
39,101.5,0,8,14,3,2,0,2017,2,1
3,110.0,0,9,18,0,2,2,2018,1,1
377,115.0,1,10,14,4,2,0,2018,2,0
71,203.76,0,4,3,4,5,2,2018,2,0
257,80.0,0,7,1,3,2,0,2017,1,1
180,137.7,0,8,23,4,2,0,2018,3,0
1,128.0,0,8,17,4,1,0,2018,2,1
42,75.56,0,2,18,4,3,2,2018,2,0
22,129.0,0,3,21,4,1,1,2018,2,0
6,95.0,0,4,7,0,1,0,2018,1,1
197,113.4,0,12,21,3,4,1,2018,2,1
8,176.0,0,10,7,4,2,2,2018,2,0
166,110.0,0,11,1,4,3,0,2018,1,0
166,110.0,0,11,1,3,3,0,2018,1,0
40,85.5,0,10,19,3,1,0,2018,2,1
74,87.0,0,9,18,3,2,0,2017,1,1
98,59.5,2,12,29,3,3,0,2017,2,1
8,132.6,2,5,21,4,1,2,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
184,128.7,2,10,17,4,3,1,2018,2,0
180,51.28,2,11,13,4,0,1,2018,1,1
